netbios-ssn,tcp,139
netbios-ssn,udp,139
emfis-data,tcp,140
emfis-data,udp,140
emfis-cntl,tcp,141
emfis-cntl,udp,141
bl-idm,tcp,142
bl-idm,udp,142
imap,tcp,143
imap,udp,143
news,tcp,144
news,udp,144
uaac,tcp,145
uaac,udp,145
iso-tp0,tcp,146
iso-tp0,udp,146
iso-ip,tcp,147
iso-ip,udp,147
cronus,tcp,148
cronus,udp,148
aed-512,tcp,149
aed-512,udp,149
sql-net,tcp,150
sql-net,udp,150
hems,tcp,151
hems,udp,151
bftp,tcp,152
bftp,udp,152
sgmp,tcp,153
sgmp,udp,153
netsc-prod,tcp,154
netsc-prod,udp,154
netsc-dev,tcp,155
netsc-dev,udp,155
sqlsrv,tcp,156
sqlsrv,udp,156
knet-cmp,tcp,157
knet-cmp,udp,157
pcmail-srv,tcp,158
pcmail-srv,udp,158
nss-routing,tcp,159
nss-routing,udp,159
sgmp-traps,tcp,160
sgmp-traps,udp,160
snmp,tcp,161
snmp,udp,161
snmptrap,tcp,162
snmptrap,udp,162
cmip-man,tcp,163
cmip-man,udp,163
cmip-agent,tcp,164
smip-agent,udp,164
xns-courier,tcp,165
xns-courier,udp,165
s-net,tcp,166
s-net,udp,166
namp,tcp,167
namp,udp,167
rsvd,tcp,168
rsvd,udp,168
send,tcp,169
send,udp,169
print-srv,tcp,170
print-srv,udp,170
multiplex,tcp,171
multiplex,udp,171
cl-1,tcp,172
cl-1,udp,172
xyplex-mux,tcp,173
xyplex-mux,udp,173
mailq,tcp,174
mailq,udp,174
vmnet,tcp,175
vmnet,udp,175
genrad-mux,tcp,176
genrad-mux,udp,176
xdmcp,tcp,177
xdmcp,udp,177
nextstep,tcp,178
nextstep,udp,178
bgp,sctp,179
bgp,tcp,179
bgp,udp,179
ris,tcp,180
ris,udp,180
unify,tcp,181
unify,udp,181
audit,tcp,182
audit,udp,182
ocbinder,tcp,183
ocbinder,udp,183
ocserver,tcp,184
ocserver,udp,184
remote-kis,tcp,185
remote-kis,udp,185
kis,tcp,186
kis,udp,186
aci,tcp,187
aci,udp,187
mumps,tcp,188
mumps,udp,188
qft,tcp,189
qft,udp,189
gacp,tcp,190
cacp,udp,190
prospero,tcp,191
prospero,udp,191
osu-nms,tcp,192
osu-nms,udp,192
srmp,tcp,193
srmp,udp,193
irc,tcp,194
irc,udp,194
dn6-nlm-aud,tcp,195
dn6-nlm-aud,udp,195
dn6-smm-red,tcp,196
dn6-smm-red,udp,196
dls,tcp,197
dls,udp,197
dls-mon,tcp,198
dls-mon,udp,198
smux,tcp,199
smux,udp,199
src,tcp,200
src,udp,200
at-rtmp,tcp,201
at-rtmp,udp,201
at-nbp,tcp,202
at-nbp,udp,202
at-3,tcp,203
at-3,udp,203
at-echo,tcp,204
at-echo,udp,204
at-5,tcp,205
at-5,udp,205
at-zis,tcp,206
at-zis,udp,206
at-7,tcp,207
at-7,udp,207
at-8,tcp,208
at-8,udp,208
tam,tcp,209
tam,udp,209
z39.50,tcp,210
z39.50,udp,210
914c-g,tcp,211
914c-g,udp,211
anet,tcp,212
anet,udp,212
ipx,tcp,213
ipx,udp,213
vmpwscs,tcp,214
vmpwscs,udp,214
softpc,tcp,215
softpc,udp,215
atls,tcp,216
atls,udp,216
dbase,tcp,217
dbase,udp,217
mpp,tcp,218
mpp,udp,218
uarps,tcp,219
uarps,udp,219
imap3,tcp,220
imap3,udp,220
fln-spx,tcp,221
fln-spx,udp,221
rsh-spx,tcp,222
rsh-spx,udp,222
cdc,tcp,223
cdc,udp,223
masqdialer,tcp,224
masqdialer,udp,224
unknown,tcp,225
unknown,udp,225
unknown,tcp,226
unknown,tcp,228
unknown,tcp,229
unknown,tcp,230
unknown,tcp,231
unknown,tcp,233
unknown,tcp,234
unknown,tcp,235
unknown,tcp,236
unknown,udp,236
unknown,tcp,237
unknown,tcp,238
unknown,udp,238
unknown,udp,239
direct,tcp,242
direct,udp,242
sur-meas,tcp,243
sur-meas,udp,243
dayna,tcp,244
dayna,udp,244
link,tcp,245
link,udp,245
dsp3270,tcp,246
dsp3270,udp,246
subntbcst_tftp,tcp,247
subntbcst_tftp,udp,247
bhfhs,tcp,248
bhfhs,udp,248
unknown,tcp,249
unknown,tcp,250
unknown,tcp,251
unknown,tcp,252
unknown,tcp,253
unknown,tcp,254
unknown,tcp,255
fw1-secureremote,tcp,256
rap,udp,256
fw1-mc-fwmodule,tcp,257
set,udp,257
fw1-mc-gui,tcp,258
yak-chat,udp,258
esro-gen,tcp,259
firewall1-rdp,udp,259
openport,tcp,260
openport,udp,260
nsiiops,tcp,261
nsiiops,udp,261
arcisdms,tcp,262
arcisdms,udp,262
hdap,tcp,263
hdap,udp,263
bgmp,tcp,264
fw1-or-bgmp,udp,264
maybe-fw1,tcp,265
x-bone-ctl,udp,265
sst,tcp,266
sst,udp,266
td-service,tcp,267
td-service,udp,267
td-replica,tcp,268
td-replica,udp,268
manet,tcp,269
manet,udp,269
gist,tcp,270
gist,udp,270
pt-tls,tcp,271
unknown,tcp,273
unknown,tcp,276
unknown,tcp,277
http-mgmt,tcp,280
http-mgmt,udp,280
personal-link,tcp,281
personal-link,udp,281
cableport-ax,tcp,282
cableport-ax,udp,282
rescap,tcp,283
rescap,udp,283
corerjd,tcp,284
corerjd,udp,284
fxp,tcp,286
fxp,udp,286
k-block,tcp,287
k-block,udp,287
unknown,tcp,288
unknown,tcp,289
unknown,tcp,293
unknown,tcp,294
unknown,udp,294
unknown,tcp,295
unknown,tcp,300
unknown,tcp,301
unknown,tcp,303
unknown,udp,304
unknown,tcp,305
unknown,tcp,306
unknown,udp,307
novastorbakcup,tcp,308
novastorbakcup,udp,308
entrusttime,tcp,309
entrusttime,udp,309
bhmds,tcp,310
bhmds,udp,310
asip-webadmin,tcp,311
asip-webadmin,udp,311
vslmp,tcp,312
vslmp,udp,312
magenta-logic,tcp,313
magenta-logic,udp,313
opalis-robot,tcp,314
opalis-robot,udp,314
dpsi,tcp,315
dpsi,udp,315
decauth,tcp,316
decauth,udp,316
zannet,tcp,317
zannet,udp,317
pkix-timestamp,tcp,318
pkix-timestamp,udp,318
ptp-event,tcp,319
ptp-event,udp,319
ptp-general,tcp,320
ptp-general,udp,320
pip,tcp,321
pip,udp,321
rtsps,tcp,322
rtsps,udp,322
rpki-rtr,tcp,323
unknown,udp,323
rpki-rtr-tls,tcp,324
unknown,tcp,325
unknown,tcp,326
unknown,udp,326
unknown,tcp,329
texar,tcp,333
texar,udp,333
unknown,tcp,334
unknown,tcp,336
unknown,tcp,337
unknown,tcp,340
unknown,udp,340
unknown,tcp,343
pdap,tcp,344
pdap,udp,344
pawserv,tcp,345
pawserv,udp,345
zserv,tcp,346
zserv,udp,346
fatserv,tcp,347
fatserv,udp,347
csi-sgwp,tcp,348
csi-sgwp,udp,348
mftp,tcp,349
mftp,udp,349
matip-type-a,tcp,350
matip-type-a,udp,350
matip-type-b,tcp,351
matip-type-b,udp,351
dtag-ste-sb,tcp,352
dtag-ste-sb,udp,352
ndsauth,tcp,353
ndsauth,udp,353
bh611,tcp,354
bh611,udp,354
datex-asn,tcp,355
datex-asn,udp,355
cloanto-net-1,tcp,356
cloanto-net-1,udp,356
bhevent,tcp,357
bhevent,udp,357
shrinkwrap,tcp,358
shrinkwrap,udp,358
tenebris_nts,tcp,359
tenebris_nts,udp,359
scoi2odialog,tcp,360
scoi2odialog,udp,360
semantix,tcp,361
semantix,udp,361
srssend,tcp,362
srssend,udp,362
rsvp_tunnel,tcp,363
rsvp_tunnel,udp,363
aurora-cmgr,tcp,364
aurora-cmgr,udp,364
dtk,tcp,365
dtk,udp,365
odmr,tcp,366
odmr,udp,366
mortgageware,tcp,367
mortgageware,udp,367
qbikgdp,tcp,368
qbikgdp,udp,368
rpc2portmap,tcp,369
rpc2portmap,udp,369
codaauth2,tcp,370
codaauth2,udp,370
clearcase,tcp,371
clearcase,udp,371
ulistserv,tcp,372
ulistserv,udp,372
legent-1,tcp,373
legent-1,udp,373
legent-2,tcp,374
legent-2,udp,374
hassle,tcp,375
hassle,udp,375
nip,tcp,376
nip,udp,376
tnETOS,tcp,377
tnETOS,udp,377
dsETOS,tcp,378
dsETOS,udp,378
is99c,tcp,379
is99c,udp,379
is99s,tcp,380
is99s,udp,380
hp-collector,tcp,381
hp-collector,udp,381
hp-managed-node,tcp,382
hp-managed-node,udp,382
hp-alarm-mgr,tcp,383
hp-alarm-mgr,udp,383
arns,tcp,384
arns,udp,384
ibm-app,tcp,385
ibm-app,udp,385
asa,tcp,386
asa,udp,386
aurp,tcp,387
aurp,udp,387
unidata-ldm,tcp,388
unidata-ldm,udp,388
ldap,tcp,389
ldap,udp,389
uis,tcp,390
uis,udp,390
synotics-relay,tcp,391
synotics-relay,udp,391
synotics-broker,tcp,392
synotics-broker,udp,392
dis,tcp,393
dis,udp,393
embl-ndt,tcp,394
embl-ndt,udp,394
netcp,tcp,395
netcp,udp,395
netware-ip,tcp,396
netware-ip,udp,396
mptn,tcp,397
mptn,udp,397
kryptolan,tcp,398
kryptolan,udp,398
iso-tsap-c2,tcp,399
iso-tsap-c2,udp,399
work-sol,tcp,400
work-sol,udp,400
ups,tcp,401
ups,udp,401
genie,tcp,402
genie,udp,402
decap,tcp,403
decap,udp,403
nced,tcp,404
nced,udp,404
ncld,tcp,405
ncld,udp,405
imsp,tcp,406
imsp,udp,406
timbuktu,tcp,407
timbuktu,udp,407
prm-sm,tcp,408
prm-sm,udp,408
prm-nm,tcp,409
prm-nm,udp,409
decladebug,tcp,410
decladebug,udp,410
rmt,tcp,411
rmt,udp,411
synoptics-trap,tcp,412
synoptics-trap,udp,412
smsp,tcp,413
smsp,udp,413
infoseek,tcp,414
infoseek,udp,414
bnet,tcp,415
bnet,udp,415
silverplatter,tcp,416
silverplatter,udp,416
onmux,tcp,417
onmux,udp,417
hyper-g,tcp,418
hyper-g,udp,418
ariel1,tcp,419
ariel1,udp,419
smpte,tcp,420
smpte,udp,420
ariel2,tcp,421
ariel2,udp,421
ariel3,tcp,422
ariel3,udp,422
opc-job-start,tcp,423
opc-job-start,udp,423
opc-job-track,tcp,424
opc-job-track,udp,424
icad-el,tcp,425
icad-el,udp,425
smartsdp,tcp,426
smartsdp,udp,426
svrloc,tcp,427
svrloc,udp,427
ocs_cmu,tcp,428
ocs_cmu,udp,428
ocs_amu,tcp,429
ocs_amu,udp,429
utmpsd,tcp,430
utmpsd,udp,430
utmpcd,tcp,431
utmpcd,udp,431
iasd,tcp,432
iasd,udp,432
nnsp,tcp,433
nnsp,udp,433
mobileip-agent,tcp,434
mobileip-agent,udp,434
mobilip-mn,tcp,435
mobilip-mn,udp,435
dna-cml,tcp,436
dna-cml,udp,436
comscm,tcp,437
comscm,udp,437
dsfgw,tcp,438
dsfgw,udp,438
dasp,tcp,439
dasp,udp,439
sgcp,tcp,440
sgcp,udp,440
decvms-sysmgt,tcp,441
decvms-sysmgt,udp,441
cvc_hostd,tcp,442
cvc_hostd,udp,442
https,sctp,443
https,tcp,443
https,udp,443
snpp,tcp,444
snpp,udp,444
microsoft-ds,tcp,445
microsoft-ds,udp,445
ddm-rdb,tcp,446
ddm-rdb,udp,446
ddm-dfm,tcp,447
ddm-dfm,udp,447
ddm-ssl,tcp,448
ddm-ssl,udp,448
as-servermap,tcp,449
as-servermap,udp,449
tserver,tcp,450
tserver,udp,450
sfs-smp-net,tcp,451
sfs-smp-net,udp,451
sfs-config,tcp,452
sfs-config,udp,452
creativeserver,tcp,453
creativeserver,udp,453
contentserver,tcp,454
contentserver,udp,454
creativepartnr,tcp,455
creativepartnr,udp,455
macon,tcp,456
macon,udp,456
scohelp,tcp,457
scohelp,udp,457
appleqtc,tcp,458
appleqtc,udp,458
ampr-rcmd,tcp,459
ampr-rcmd,udp,459
skronk,tcp,460
skronk,udp,460
datasurfsrv,tcp,461
datasurfsrv,udp,461
datasurfsrvsec,tcp,462
datasurfsrvsec,udp,462
alpes,tcp,463
alpes,udp,463
kpasswd5,tcp,464
kpasswd5,udp,464
smtps,tcp,465
smtps,udp,465
digital-vrc,tcp,466
digital-vrc,udp,466
mylex-mapd,tcp,467
mylex-mapd,udp,467
photuris,tcp,468
photuris,udp,468
rcp,tcp,469
rcp,udp,469
scx-proxy,tcp,470
scx-proxy,udp,470
mondex,tcp,471
mondex,udp,471
ljk-login,tcp,472
ljk-login,udp,472
hybrid-pop,tcp,473
hybrid-pop,udp,473
tn-tl-w1,tcp,474
tn-tl-w2,udp,474
tcpnethaspsrv,tcp,475
tcpnethaspsrv,udp,475
tn-tl-fd1,tcp,476
tn-tl-fd1,udp,476
ss7ns,tcp,477
ss7ns,udp,477
spsc,tcp,478
spsc,udp,478
iafserver,tcp,479
iafserver,udp,479
loadsrv,tcp,480
iafdbase,udp,480
dvs,tcp,481
ph,udp,481
bgs-nsi,tcp,482
xlog,udp,482
ulpnet,tcp,483
ulpnet,udp,483
integra-sme,tcp,484
integra-sme,udp,484
powerburst,tcp,485
powerburst,udp,485
sstats,tcp,486
avian,udp,486
saft,tcp,487
saft,udp,487
gss-http,tcp,488
gss-http,udp,488
nest-protocol,tcp,489
nest-protocol,udp,489
micom-pfs,tcp,490
micom-pfs,udp,490
go-login,tcp,491
go-login,udp,491
ticf-1,tcp,492
ticf-1,udp,492
ticf-2,tcp,493
ticf-2,udp,493
pov-ray,tcp,494
pov-ray,udp,494
intecourier,tcp,495
intecourier,udp,495
pim-rp-disc,tcp,496
pim-rp-disc,udp,496
retrospect,tcp,497
retrospect,udp,497
siam,tcp,498
siam,udp,498
iso-ill,tcp,499
iso-ill,udp,499
isakmp,tcp,500
isakmp,udp,500
stmf,tcp,501
stmf,udp,501
mbap,tcp,502
mbap,udp,502
intrinsa,tcp,503
intrinsa,udp,503
citadel,tcp,504
citadel,udp,504
mailbox-lm,tcp,505
mailbox-lm,udp,505
ohimsrv,tcp,506
ohimsrv,udp,506
crs,tcp,507
crs,udp,507
xvttp,tcp,508
xvttp,udp,508
snare,tcp,509
snare,udp,509
fcp,tcp,510
fcp,udp,510
passgo,tcp,511
passgo,udp,511
exec,tcp,512
biff,udp,512
login,tcp,513
who,udp,513
shell,tcp,514
syslog,udp,514
printer,tcp,515
printer,udp,515
videotex,tcp,516
videotex,udp,516
talk,tcp,517
talk,udp,517
ntalk,tcp,518
ntalk,udp,518
utime,tcp,519
utime,udp,519
efs,tcp,520
route,udp,520
ripng,tcp,521
ripng,udp,521
ulp,tcp,522
ulp,udp,522
ibm-db2,tcp,523
ibm-db2,udp,523
ncp,tcp,524
ncp,udp,524
timed,tcp,525
timed,udp,525
tempo,tcp,526
tempo,udp,526
stx,tcp,527
stx,udp,527
custix,tcp,528
custix,udp,528
irc,tcp,529
irc,udp,529
courier,tcp,530
courier,udp,530
conference,tcp,531
conference,udp,531
netnews,tcp,532
netnews,udp,532
netwall,tcp,533
netwall,udp,533
mm-admin,tcp,534
mm-admin,udp,534
iiop,tcp,535
iiop,udp,535
opalis-rdv,tcp,536
opalis-rdv,udp,536
nmsp,tcp,537
nmsp,udp,537
gdomap,tcp,538
gdomap,udp,538
apertus-ldp,tcp,539
apertus-ldp,udp,539
uucp,tcp,540
uucp,udp,540
uucp-rlogin,tcp,541
uucp-rlogin,udp,541
commerce,tcp,542
commerce,udp,542
klogin,tcp,543
klogin,udp,543
kshell,tcp,544
kshell,udp,544
ekshell,tcp,545
appleqtcsrvr,udp,545
dhcpv6-client,tcp,546
dhcpv6-client,udp,546
dhcpv6-server,tcp,547
dhcpv6-server,udp,547
afp,tcp,548
afp,udp,548
idfp,tcp,549
idfp,udp,549
new-rwho,tcp,550
new-rwho,udp,550
cybercash,tcp,551
cybercash,udp,551
deviceshare,tcp,552
deviceshare,udp,552
pirp,tcp,553
pirp,udp,553
rtsp,tcp,554
rtsp,udp,554
dsf,tcp,555
dsf,udp,555
remotefs,tcp,556
remotefs,udp,556
openvms-sysipc,tcp,557
openvms-sysipc,udp,557
sdnskmp,tcp,558
sdnskmp,udp,558
teedtap,tcp,559
teedtap,udp,559
rmonitor,tcp,560
rmonitor,udp,560
monitor,tcp,561
monitor,udp,561
chshell,tcp,562
chshell,udp,562
snews,tcp,563
snews,udp,563
9pfs,tcp,564
9pfs,udp,564
whoami,tcp,565
whoami,udp,565
streettalk,tcp,566
streettalk,udp,566
banyan-rpc,tcp,567
banyan-rpc,udp,567
ms-shuttle,tcp,568
ms-shuttle,udp,568
ms-rome,tcp,569
ms-rome,udp,569
meter,tcp,570
meter,udp,570
umeter,tcp,571
umeter,udp,571
sonar,tcp,572
sonar,udp,572
banyan-vip,tcp,573
banyan-vip,udp,573
ftp-agent,tcp,574
ftp-agent,udp,574
vemmi,tcp,575
vemmi,udp,575
ipcd,tcp,576
ipcd,udp,576
vnas,tcp,577
vnas,udp,577
ipdd,tcp,578
ipdd,udp,578
decbsrv,tcp,579
decbsrv,udp,579
sntp-heartbeat,tcp,580
sntp-heartbeat,udp,580
bdp,tcp,581
bdp,udp,581
scc-security,tcp,582
scc-security,udp,582
philips-vc,tcp,583
philips-vc,udp,583
keyserver,tcp,584
keyserver,udp,584
imap4-ssl,tcp,585
imap4-ssl,udp,585
password-chg,tcp,586
password-chg,udp,586
submission,tcp,587
submission,udp,587
cal,tcp,588
cal,udp,588
eyelink,tcp,589
eyelink,udp,589
tns-cml,tcp,590
tns-cml,udp,590
http-alt,tcp,591
http-alt,udp,591
eudora-set,tcp,592
eudora-set,udp,592
http-rpc-epmap,tcp,593
http-rpc-epmap,udp,593
tpip,tcp,594
tpip,udp,594
cab-protocol,tcp,595
cab-protocol,udp,595
smsd,tcp,596
smsd,udp,596
ptcnameservice,tcp,597
ptcnameservice,udp,597
sco-websrvrmg3,tcp,598
sco-websrvrmg3,udp,598
acp,tcp,599
acp,udp,599
ipcserver,tcp,600
ipcserver,udp,600
syslog-conn,tcp,601
syslog-conn,udp,601
xmlrpc-beep,tcp,602
xmlrpc-beep,udp,602
mnotes,tcp,603
idxp,udp,603
tunnel,tcp,604
tunnel,udp,604
soap-beep,tcp,605
soap-beep,udp,605
urm,tcp,606
urm,udp,606
nqs,tcp,607
nqs,udp,607
sift-uft,tcp,608
sift-uft,udp,608
npmp-trap,tcp,609
npmp-trap,udp,609
npmp-local,tcp,610
npmp-local,udp,610
npmp-gui,tcp,611
npmp-gui,udp,611
hmmp-ind,tcp,612
hmmp-ind,udp,612
hmmp-op,tcp,613
hmmp-op,udp,613
sshell,tcp,614
sshell,udp,614
sco-inetmgr,tcp,615
sco-inetmgr,udp,615
sco-sysmgr,tcp,616
sco-sysmgr,udp,616
sco-dtmgr,tcp,617
sco-dtmgr,udp,617
dei-icda,tcp,618
dei-icda,udp,618
compaq-evm,tcp,619
compaq-evm,udp,619
sco-websrvrmgr,tcp,620
sco-websrvrmgr,udp,620
escp-ip,tcp,621
escp-ip,udp,621
collaborator,tcp,622
collaborator,udp,622
oob-ws-http,tcp,623
asf-rmcp,udp,623
cryptoadmin,tcp,624
cryptoadmin,udp,624
apple-xsrvr-admin,tcp,625
dec_dlm,udp,625
apple-imap-admin,tcp,626
serialnumberd,udp,626
passgo-tivoli,tcp,627
passgo-tivoli,udp,627
qmqp,tcp,628
qmqp,udp,628
3com-amp3,tcp,629
3com-amp3,udp,629
rda,tcp,630
rda,udp,630
ipp,tcp,631
ipp,udp,631
bmpp,tcp,632
bmpp,udp,632
servstat,tcp,633
servstat,udp,633
ginad,tcp,634
ginad,udp,634
rlzdbase,tcp,635
mount,udp,635
ldapssl,tcp,636
ldaps,udp,636
lanserver,tcp,637
lanserver,udp,637
mcns-sec,tcp,638
mcns-sec,udp,638
msdp,tcp,639
msdp,udp,639
entrust-sps,tcp,640
pcnfs,udp,640
repcmd,tcp,641
repcmd,udp,641
esro-emsdp,tcp,642
esro-emsdp,udp,642
sanity,tcp,643
sanity,udp,643
dwr,tcp,644
dwr,udp,644
pssc,tcp,645
pssc,udp,645
ldp,tcp,646
ldp,udp,646
dhcp-failover,tcp,647
dhcp-failover,udp,647
rrp,tcp,648
rrp,udp,648
cadview-3d,tcp,649
cadview-3d,udp,649
obex,tcp,650
bwnfs,udp,650
ieee-mms,tcp,651
ieee-mms,udp,651
hello-port,tcp,652
hello-port,udp,652
repscmd,tcp,653
repscmd,udp,653
aodv,tcp,654
aodv,udp,654
tinc,tcp,655
tinc,udp,655
spmp,tcp,656
spmp,udp,656
rmc,tcp,657
rmc,udp,657
tenfold,tcp,658
tenfold,udp,658
unknown,tcp,659
unknown,udp,659
mac-srvr-admin,tcp,660
mac-srvr-admin,udp,660
hap,tcp,661
hap,udp,661
pftp,tcp,662
pftp,udp,662
purenoise,tcp,663
purenoise,udp,663
secure-aux-bus,tcp,664
secure-aux-bus,udp,664
sun-dr,tcp,665
sun-dr,udp,665
doom,tcp,666
doom,udp,666
disclose,tcp,667
disclose,udp,667
mecomm,tcp,668
mecomm,udp,668
meregister,tcp,669
meregister,udp,669
vacdsm-sws,tcp,670
vacdsm-sws,udp,670
vacdsm-app,tcp,671
vacdsm-app,udp,671
vpps-qua,tcp,672
vpps-qua,udp,672
cimplex,tcp,673
cimplex,udp,673
acap,tcp,674
acap,udp,674
dctp,tcp,675
dctp,udp,675
vpps-via,tcp,676
vpps-via,udp,676
vpp,tcp,677
vpp,udp,677
ggf-ncp,tcp,678
ggf-ncp,udp,678
mrm,tcp,679
mrm,udp,679
entrust-aaas,tcp,680
entrust-aaas,udp,680
entrust-aams,tcp,681
entrust-aams,udp,681
xfr,tcp,682
xfr,udp,682
corba-iiop,tcp,683
corba-iiop,udp,683
corba-iiop-ssl,tcp,684
corba-iiop-ssl,udp,684
mdc-portmapper,tcp,685
mdc-portmapper,udp,685
hcp-wismar,tcp,686
hcp-wismar,udp,686
asipregistry,tcp,687
asipregistry,udp,687
realm-rusd,tcp,688
realm-rusd,udp,688
nmap,tcp,689
nmap,udp,689
vatp,tcp,690
vatp,udp,690
resvc,tcp,691
msexch-routing,udp,691
hyperwave-isp,tcp,692
hyperwave-isp,udp,692
connendp,tcp,693
connendp,udp,693
ha-cluster,tcp,694
ha-cluster,udp,694
ieee-mms-ssl,tcp,695
ieee-mms-ssl,udp,695
rushd,tcp,696
